cte	speed	angle	d_error	i_error	p_error	steering_angle	throttle	
-0.5959	66.0648	11.4043	-0.0806	62.8313999999999	-0.5959	0.5399486	0.2600514	
-0.6735	66.0212	1.4272	-0.0776	62.1578999999999	-0.6735	0.5381421	0.2618579	
-0.6735	66.0212	1.4272	0.0	61.4843999999999	-0.6735	0.0732156000000001	0.7267844	
-0.745	65.9835	13.8899	-0.0715	60.7393999999999	-0.745	0.5172606	0.2827394	
-0.8124	65.9236	2.2667	-0.0674	59.9269999999999	-0.8124	0.506953	0.293047	
-0.8124	65.9236	2.2667	0.0	59.1145999999999	-0.8124	0.1033654	0.6966346	
-0.8725	65.8785	13.1102	-0.0601	58.2420999999999	-0.8725	0.4768579	0.3231421	
-0.8725	65.8785	13.1102	0.0	57.3695999999999	-0.8725	0.1171304	0.6828696	
-0.9245	65.7701	12.3578	-0.0519999999999999	56.4450999999999	-0.9245	0.4404549	0.3595451	
-0.9245	65.7701	12.3578	0.0	55.5205999999999	-0.9245	0.1293794	0.6706206	
-0.9677	65.6591	11.4477	-0.0432	54.5528999999999	-0.9677	0.3981871	0.4018129	
-0.9677	65.6591	11.4477	0.0	53.5851999999999	-0.9677	0.1399548	0.6600452	
-1.0017	65.5642	10.391	-0.034	52.5834999999999	-1.0017	0.3517565	0.4482435	
-1.0282	65.5154	3.9352	-0.0265	51.5552999999999	-1.0282	0.3130847	0.4869153	
-1.0282	65.5154	3.9352	0.0	50.5270999999999	-1.0282	0.1551129	0.6448871	
-1.0456	65.5011	8.2635	-0.0174000000000001	49.4814999999999	-1.0456	0.264038500000001	0.535961499999999	
-1.0456	65.5011	8.2635	0.0	48.4358999999999	-1.0456	0.1606841	0.6393159	
-1.0539	65.4755	7.0373	-0.00829999999999997	47.3819999999999	-1.0539	0.213198	0.586802	
-1.0539	65.4755	7.0373	0.0	46.3280999999999	-1.0539	0.1644519	0.6355481	
-1.0533	65.461	5.7663	0.000600000000000156	45.2747999999999	-1.0533	0.161785199999999	0.638214800000001	
-1.044	65.4614	4.5476	0.00929999999999986	44.2307999999999	-1.044	0.108769200000001	0.691230799999999	
-1.044	65.4614	4.5476	0.0	43.1867999999999	-1.044	0.1656132	0.6343868	
-1.0408	65.4759	3.1556	0.00320000000000009	42.1459999999999	-1.0408	0.146814	0.653186	
-1.0408	65.4759	3.1556	0.0	41.1051999999999	-1.0408	0.1670548	0.6329452	
-1.1025	65.5013	4.1067	-0.0617000000000001	40.0026999999999	-1.1025	0.550697300000001	0.249302699999999	
-1.1025	65.5013	4.1067	0.0	38.9001999999999	-1.1025	0.1815998	0.6184002	
-1.1927	65.4592	14.2038	-0.0902000000000001	37.7074999999999	-1.1927	0.7420325	0.0579674999999996	
-1.1927	65.4592	14.2038	0.0	36.5147999999999	-1.1927	0.2020252	0.5979748	
-1.2707	65.3261	18.9872	-0.0779999999999998	35.2440999999999	-1.2707	0.686895899999999	0.113104100000001	
-1.2707	65.3261	18.9872	0.0	33.9733999999999	-1.2707	0.2201666	0.5798334	
-1.3356	65.1217	17.6087	-0.0649	32.6377999999999	-1.3356	0.6238822	0.1761178	
-1.3893	64.986	5.9405	-0.0537000000000001	31.2484999999999	-1.3893	0.568811500000001	0.231188499999999	
-1.3893	64.986	5.9405	0.0	29.8591999999999	-1.3893	0.2480008	0.5519992	
-1.4293	64.8879	14.6566	-0.04	28.4298999999999	-1.4293	0.4974301	0.3025699	
-1.4293	64.8879	14.6566	0.0	27.0005999999999	-1.4293	0.2588594	0.5411406	
-1.4551	64.7563	12.8721	-0.0258	25.5454999999999	-1.4551	0.4202745	0.3797255	
-1.4551	64.7563	12.8721	0.0	24.0903999999999	-1.4551	0.2669296	0.5330704	
-1.4667	64.6476	10.9432	-0.0115999999999998	22.6236999999999	-1.4667	0.340316299999999	0.459683700000001	
-1.4667	64.6476	10.9432	0.0	21.1569999999999	-1.4667	0.272183	0.527817	
-1.466	64.5738	8.9442	0.000699999999999923	19.6909999999999	-1.466	0.269309000000001	0.530690999999999	
-1.4579	64.5316	7.2409	0.0081	18.2330999999999	-1.4579	0.2247469	0.5752531	
-1.4579	64.5316	7.2409	0.0	16.7751999999999	-1.4579	0.2748048	0.5251952	
-1.4579	64.5316	7.2409	0.0	15.3172999999999	-1.4579	0.2762627	0.5237373	
-1.437	64.5067	7.3065	0.0208999999999999	13.8802999999999	-1.437	0.148119700000001	0.651880299999999	
-1.4026	64.4854	7.3429	0.0344	12.4776999999999	-1.4026	0.0616423000000002	0.7383577	
-1.4026	64.4854	7.3429	0.0	11.0750999999999	-1.4026	0.2694449	0.5305551	
-1.3564	64.4804	1.9774	0.0462	9.71869999999991	-1.3564	-0.0156387	0.7843613	
-1.3564	64.4804	1.9774	0.0	8.36229999999991	-1.3564	0.2629177	0.5370823	
-1.2993	64.514	0.0454	0.0571000000000002	7.06299999999991	-1.2993	-0.0898030000000008	0.710196999999999	
-1.2295	64.5454	7.0093	0.0697999999999999	5.83349999999991	-1.2295	-0.178733499999999	0.621266500000001	
-1.2295	64.5454	7.0093	0.0	4.60399999999991	-1.2295	0.241296	0.558704	
-1.1508	64.5437	-4.032	0.0787	3.45319999999991	-1.1508	-0.2454932	0.5545068	
-1.1508	64.5437	-4.032	0.0	2.30239999999991	-1.1508	0.2278576	0.5721424	
-1.0647	64.5361	-5.701	0.0861000000000001	1.23769999999991	-1.0647	-0.3048977	0.4951023	
-1.0647	64.5361	-5.701	0.0	0.172999999999913	-1.0647	0.212767	0.587233	
-0.9725	64.5087	-7.1861	0.0921999999999999	-0.799500000000087	-0.9725	-0.3579005	0.4420995	
-0.8708	64.4684	5.7555	0.1017	-1.67030000000009	-0.8708	-0.4343697	0.3656303	
-0.7644	64.4375	-8.5112	0.1064	-2.43470000000009	-0.7644	-0.4830853	0.3169147	
-0.7644	64.4375	-8.5112	0.0	-3.19910000000009	-0.7644	0.1560791	0.6439209	
-0.7136	64.3639	-11.6408	0.0508	-3.91270000000009	-0.7136	-0.1581673	0.6418327	
-0.7688	64.2775	4.3383	-0.0552	-4.68150000000009	-0.7688	0.4896415	0.3103585	
-0.7688	64.2775	4.3383	0.0	-5.45030000000009	-0.7688	0.1592103	0.6407897	
-0.8424	64.207	12.6774	-0.0736	-6.29270000000009	-0.8424	0.6163727	0.1836273	
-0.9082	64.1229	4.4166	-0.0658	-7.20090000000009	-0.9082	0.5836409	0.2163591	
-0.9082	64.1229	4.4166	0.0	-8.10910000000009	-0.9082	0.1897491	0.6102509	
-0.9644	64.0512	15.0274	-0.0562	-9.07350000000009	-0.9644	0.5391535	0.2608465	
-0.9644	64.0512	15.0274	0.0	-10.0379000000001	-0.9644	0.2029179	0.5970821	
-1.0105	63.8941	13.9152	-0.0460999999999999	-11.0484000000001	-1.0105	0.4897484	0.3102516	
-1.0476	63.7808	5.5093	-0.0371000000000001	-12.0960000000001	-1.0476	0.444216000000001	0.355783999999999	
-1.0739	63.6976	12.68	-0.0263	-13.1699000000001	-1.0739	0.3857499	0.4142501	
-1.0739	63.6976	12.68	0.0	-14.2438000000001	-1.0739	0.2290238	0.5709762	
-1.0893	63.5837	10.0801	-0.0153999999999999	-15.3331000000001	-1.0893	0.325593099999999	0.474406900000001	
-1.0893	63.5837	10.0801	0.0	-16.4224000000001	-1.0893	0.2342824	0.5657176	
-1.0936	63.4988	8.5762	-0.00429999999999997	-17.5160000000001	-1.0936	0.262036	0.537964	
-1.0936	63.4988	8.5762	0.0	-18.6096000000001	-1.0936	0.2373296	0.5626704	
-1.0873	63.4451	6.9872	0.00629999999999997	-19.6969000000001	-1.0873	0.1993569	0.6006431	
-1.0873	63.4451	6.9872	0.0	-20.7842000000001	-1.0873	0.2382442	0.5617558	
-1.0705	63.4206	5.4203	0.0167999999999999	-21.8547000000001	-1.0705	0.135154700000001	0.6648453	
-1.0431	63.407	6.3924	0.0274000000000001	-22.8978000000001	-1.0431	0.0671177999999995	0.7328822	
-1.0431	63.407	6.3924	0.0	-23.9409000000001	-1.0431	0.2325609	0.5674391	
-1.0695	63.4093	2.1143	-0.0264	-25.0104000000001	-1.0695	0.3973104	0.4026896	
-1.1632	63.4256	6.2504	-0.0937000000000001	-26.1736000000001	-1.1632	0.821013600000001	0.01	
-1.1632	63.4256	6.2504	0.0	-27.3368000000001	-1.1632	0.2599768	0.5400232	
-1.2955	63.3647	20.9617	-0.1323	-28.6323000000001	-1.2955	1.0815323	0.01	
-1.2955	63.3647	20.9617	0.0	-29.9278000000001	-1.2955	0.2890278	0.5109722	
-1.4155	63.1662	25.0	-0.12	-31.3433000000001	-1.4155	1.0344433	0.01	
-1.4155	63.1662	25.0	0.0	-32.7588000000001	-1.4155	0.3158588	0.4841412	
-1.5227	62.9209	25.0	-0.1072	-34.2815000000001	-1.5227	0.9820215	0.01	
-1.6176	62.6908	8.3328	-0.0949	-35.8991000000001	-1.6176	0.9288191	0.01	
-1.6176	62.6908	8.3328	0.0	-37.5167000000001	-1.6176	0.3610367	0.4389633	
-1.699	62.5745	23.6568	-0.0814000000000001	-39.2157000000001	-1.699	0.867415700000001	0.01	
-1.699	62.5745	23.6568	0.0	-40.9147000000001	-1.699	0.3807147	0.4192853	
-1.7665	62.3389	22.1217	-0.0674999999999999	-42.6812000000001	-1.7665	0.800981199999999	0.01	
-1.7665	62.3389	22.1217	0.0	-44.4477000000001	-1.7665	0.3977477	0.4022523	
-1.8197	62.0874	20.4609	-0.0532000000000001	-46.2674000000001	-1.8197	0.729407400000001	0.0705925999999991	
-1.8197	62.0874	20.4609	0.0	-48.0871000000001	-1.8197	0.4120271	0.3879729	
-1.858	61.8411	18.6715	-0.0383	-49.9451000000001	-1.858	0.6513451	0.1486549	
-1.8818	61.6515	10.737	-0.0237999999999998	-51.8269000000001	-1.8818	0.570986899999999	0.229013100000001	
-1.8818	61.6515	10.737	0.0	-53.7087000000001	-1.8818	0.4300687	0.3699313	
-1.89	61.5141	14.711	-0.00819999999999999	-55.5987000000001	-1.89	0.4827987	0.3172013	
-1.89	61.5141	14.711	0.0	-57.4887000000001	-1.89	0.4354887	0.3645113	
-1.8826	61.3772	12.5063	0.00739999999999985	-59.3713000000001	-1.8826	0.391491300000001	0.408508699999999	
-1.8596	61.2707	11.3236	0.0230000000000001	-61.2309000000001	-1.8596	0.295150899999999	0.504849100000001	
-1.8596	61.2707	11.3236	0.0	-63.0905000000001	-1.8596	0.4350105	0.3649895	
-1.8224	61.2064	7.8151	0.0371999999999999	-64.9129000000001	-1.8224	0.206192900000001	0.593807099999999	
-1.8224	61.2064	7.8151	0.0	-66.7353000000001	-1.8224	0.4312153	0.3687847	
-1.8176	61.1854	5.5912	0.00479999999999992	-68.5529000000001	-1.8176	0.403272900000001	0.396727099999999	
-1.8619	61.1489	11.2167	-0.0443	-70.4148000000001	-1.8619	0.7085948	0.0914051999999999	
-1.8619	61.1489	11.2167	0.0	-72.2767000000001	-1.8619	0.4446567	0.3553433	
-1.9381	61.0387	18.1512	-0.0761999999999998	-74.2148000000001	-1.9381	0.919034799999999	0.01	
-1.9381	61.0387	18.1512	0.0	-76.1529000000001	-1.9381	0.4637729	0.3362271	
-2.0119	60.8555	23.4122	-0.0737999999999999	-78.1648000000001	-2.0119	0.923344799999999	0.01	
-2.0119	60.8555	23.4122	0.0	-80.1767000000001	-2.0119	0.4825567	0.3174433	
-2.0688	60.6186	23.52	-0.0569000000000002	-82.2455000000001	-2.0688	0.837405500000001	0.01	
-2.1087	60.3959	12.5003	-0.0398999999999998	-84.3542000000001	-2.1087	0.745494199999999	0.054505800000001	
-2.1087	60.3959	12.5003	0.0	-86.4629000000001	-2.1087	0.5082029	0.2917971	
-2.1309	60.2344	19.0737	-0.0222000000000002	-88.5938000000001	-2.1309	0.647973800000001	0.152026199999999	
-2.1309	60.2344	19.0737	0.0	-90.7247000000001	-2.1309	0.5169047	0.2830953	
-2.135	60.0303	16.6357	-0.00409999999999977	-92.8597000000001	-2.135	0.544459699999999	0.255540300000001	
-2.1211	59.8664	13.359	0.0138999999999996	-94.9808000000001	-2.1211	0.435800800000003	0.364199199999997	
-2.1211	59.8664	13.359	0.0	-97.1019000000001	-2.1211	0.5213219	0.2786781	
-2.0897	59.7565	11.3314	0.0314000000000001	-99.1916000000001	-2.0897	0.3287316	0.4712684	
-2.0401	59.6528	13.4694	0.0496000000000003	-101.2317	-2.0401	0.211651699999998	0.588348300000002	
-2.0401	59.6528	13.4694	0.0	-103.2718	-2.0401	0.5112918	0.2887082	
-1.9748	59.5915	5.7276	0.0652999999999997	-105.2466	-1.9748	0.108406600000002	0.691593399999998	
-1.8918	59.536	13.2186	0.0830000000000002	-107.1384	-1.8918	-0.012501600000001	0.787498399999999	
-1.8918	59.536	13.2186	0.0	-109.0302	-1.8918	0.4873902	0.3126098	
-1.7951	59.4915	0.1238	0.0967	-110.8253	-1.7951	-0.1103547	0.6896453	
-1.7951	59.4915	0.1238	0.0	-112.6204	-1.7951	0.4716404	0.3283596	
-1.6864	59.5283	-2.3225	0.1087	-114.3068	-1.6864	-0.2006132	0.5993868	
-1.5617	59.5075	12.2273	0.1247	-115.8685	-1.5617	-0.319991499999999	0.480008500000001	
-1.4265	59.4631	-4.579	0.1352	-117.295	-1.4265	-0.408605	0.391395	
-1.2825	59.4421	-7.5635	0.144	-118.5775	-1.2825	-0.488922500000001	0.311077499999999	
-1.1314	59.3913	-9.7788	0.1511	-119.7089	-1.1314	-0.5606111	0.2393889	
-0.9773	59.3081	-11.7867	0.1541	-120.6862	-0.9773	-0.6084538	0.1915462	
-0.9773	59.3081	-11.7867	0.0	-121.6635	-0.9773	0.3171235	0.4828765	
-0.8607	59.1938	-14.775	0.1166	-122.5242	-0.8607	-0.4049358	0.395064200000001	
-0.7363	59.0381	8.3644	0.1244	-123.2605	-0.7363	-0.4758795	0.3241205	
-0.6332	58.9722	-9.6871	0.1031	-123.8937	-0.6332	-0.3680663	0.4319337	
-0.6332	58.9722	-9.6871	0.0	-124.5269	-0.6332	0.2511669	0.5488331	
-0.5271	58.9077	-8.7653	0.1061	-125.054	-0.5271	-0.406126	0.393874	
-0.5271	58.9077	-8.7653	0.0	-125.5811	-0.5271	0.2310011	0.5689989	
-0.4194	58.8493	-9.7168	0.1077	-126.0005	-0.4194	-0.4363195	0.3636805	
-0.3058	58.772	6.2114	0.1136	-126.3063	-0.3058	-0.4941337	0.3058663	
-0.3058	58.772	6.2114	0.0	-126.6121	-0.3058	0.1877721	0.6122279	
-0.1918	58.7259	-11.917	0.114	-126.8039	-0.1918	-0.5188361	0.2811639	
-0.0732	58.6384	5.1306	0.1186	-126.8771	-0.0732	-0.5700829	0.2299171	
0.0447	58.5962	-12.5346	0.1179	-126.8324	0.0447	-0.5895076	0.2104924	
0.1607	58.4892	-13.8157	0.116	-126.6717	0.1607	-0.6014683	0.1985317	
0.2734	58.3594	-14.3014	0.1127	-126.3983	0.2734	-0.6044817	0.1955183	
0.3819	58.2217	-14.6004	0.1085	-126.0164	0.3819	-0.6013636	0.1986364	
0.3819	58.2217	-14.6004	0.0	-125.6345	0.3819	0.0492545000000001	0.7507455	
0.4851	58.0824	-14.5978	0.1032	-125.1494	0.4851	-0.5910706	0.2089294	
0.5873	57.9775	1.6677	0.1022	-124.5621	0.5873	-0.6060979	0.1939021	
0.6837	57.9516	-14.3404	0.0963999999999999	-123.8784	0.6837	-0.591261599999999	0.208738400000001	
0.7731	57.8365	-14.7161	0.0894	-123.1053	0.7731	-0.5679147	0.2320853	
0.8548	57.7078	-14.3452	0.0817	-122.2505	0.8548	-0.5389095	0.2610905	
0.9153	57.5863	-13.7615	0.0605	-121.3352	0.9153	-0.4247248	0.3752752	
0.9153	57.5863	-13.7615	0.0	-120.4199	0.9153	-0.0626400999999999	0.7373599	
0.9283	57.499	-10.1818	0.013	-119.4916	0.9283	-0.1441684	0.6558316	
0.9282	57.4558	-1.1297	-9.9999999999989e-05	-118.5634	0.9282	-0.0664766	0.7335234	
0.9223	57.4941	-3.1679	-0.00590000000000002	-117.6411	0.9223	-0.0314188999999998	0.7685811	
0.9113	57.5304	-1.2256	-0.011	-116.7298	0.9113	0.000469800000000159	0.7995302	
0.9113	57.5304	-1.2256	0.0	-115.8185	0.9113	-0.0664414999999999	0.7335585	
0.896	57.5771	0.4481	-0.0153	-114.9225	0.896	0.0275225	0.7724775	
0.8759	57.6439	-1.2247	-0.0201	-114.0466	0.8759	0.0594666000000001	0.7405334	
0.8521	57.6978	1.1244	-0.0238	-113.1945	0.8521	0.0855745000000003	0.7144255	
0.8251	57.7538	1.923	-0.027	-112.3694	0.8251	0.1093494	0.6906506	
0.7954	57.8029	2.5757	-0.0296999999999999	-111.574	0.7954	0.130694	0.669306	
0.7954	57.8029	2.5757	0.0	-110.7786	0.7954	-0.0483013999999999	0.7516986	
0.7637	57.842	3.7037	-0.0317	-110.0149	0.7637	0.1474749	0.6525251	
0.729	57.8831	-0.7712	-0.0347000000000001	-109.2859	0.729	0.1716859	0.6283141	
0.6928	57.9298	4.1232	-0.0362	-108.5931	0.6928	0.1872331	0.6127669	
0.656	57.9546	4.7285	-0.0367999999999999	-107.9371	0.656	0.1975371	0.6024629	
0.619	57.9708	5.1172	-0.037	-107.3181	0.619	0.2055181	0.5944819	
0.619	57.9708	5.1172	0.0	-106.6991	0.619	-0.0171008999999999	0.7828991	
0.5825	57.9815	5.5743	-0.0365	-106.1166	0.5825	0.2086166	0.5913834	
0.545	58.0025	0.0088	-0.0375	-105.5716	0.545	0.2215716	0.5784284	
0.507	58.049	5.6517	-0.038	-105.0646	0.507	0.2316646	0.5683354	
0.4428	58.0619	5.9756	-0.0642	-104.6218	0.4428	0.4012618	0.3987382	
0.381	58.0662	6.2279	-0.0618	-104.2408	0.381	0.3988408	0.4011592	
0.381	58.0662	6.2279	0.0	-103.8598	0.381	0.0276598000000001	0.7723402	
0.3225	58.0411	10.4074	-0.0585	-103.5373	0.3225	0.3900373	0.4099627	
0.2653	58.0163	1.1278	-0.0572	-103.272	0.2653	0.393412	0.406588	
0.2126	58.0289	10.1873	-0.0527	-103.0594	0.2126	0.3767394	0.4232606	
0.165	57.9778	10.2716	-0.0476	-102.8944	0.165	0.3554944	0.4445056	
0.1231	57.9208	9.8548	-0.0419	-102.7713	0.1231	0.3295513	0.4704487	
0.1231	57.9208	9.8548	0.0	-102.6482	0.1231	0.0780282000000001	0.7219718	
0.087	57.8764	8.6751	-0.0361	-102.5612	0.087	0.3017612	0.4982388	
0.087	57.8764	8.6751	0.0	-102.4742	0.087	0.0850742000000001	0.7149258	
0.0569	57.849	7.9804	-0.0301	-102.4173	0.0569	0.2716373	0.5283627	
0.0314	57.8462	2.5632	-0.0255	-102.3859	0.0314	0.2491059	0.5508941	
0.0314	57.8462	2.5632	0.0	-102.3545	0.0314	0.0960745000000001	0.7039255	
0.0117	57.8798	6.664	-0.0197	-102.3428	0.0117	0.2182028	0.5817972	
-0.003	57.8984	2.8382	-0.0147	-102.3458	-0.003	0.1911458	0.6088542	
-0.003	57.8984	2.8382	0.0	-102.3488	-0.003	0.1029488	0.6970512	
-0.0121	57.9393	5.215	-0.0091	-102.3609	-0.0121	0.1593809	0.6406191	
-0.0121	57.9393	5.215	0.0	-102.373	-0.0121	0.104793	0.695207	
-0.0156	57.9683	4.4209	-0.0035	-102.3886	-0.0156	0.1265086	0.6734914	
-0.0139	58.0032	3.0562	0.0017	-102.4025	-0.0139	0.0949825000000001	0.7050175	
-0.0139	58.0032	3.0562	0.0	-102.4164	-0.0139	0.1051964	0.6948036	
-0.0069	58.0496	2.8109	0.007	-102.4233	-0.0069	0.0618033000000001	0.7381967	
-0.0069	58.0496	2.8109	0.0	-102.4302	-0.0069	0.1038102	0.6961898	
0.005	58.1004	1.9814	0.0119	-102.4252	0.005	0.0300252000000001	0.7699748	
0.0221	58.1571	3.0316	0.0171	-102.4031	0.0221	-0.0046168999999999	0.7953831	
0.0221	58.1571	3.0316	0.0	-102.381	0.0221	0.0979610000000001	0.702039	
0.0436	58.2079	0.3209	0.0215	-102.3374	0.0436	-0.0353825999999999	0.7646174	
0.0436	58.2079	0.3209	0.0	-102.2938	0.0436	0.0935738000000001	0.7064262	
0.069	58.275	-0.4482	0.0254	-102.2248	0.069	-0.0639751999999999	0.7360248	
0.0991	58.3386	2.7757	0.0301	-102.1257	0.0991	-0.0982942999999998	0.7017057	
0.0991	58.3386	2.7757	0.0	-102.0266	0.0991	0.0822066000000001	0.7177934	
0.1325	58.3889	-2.021	0.0334	-101.8941	0.1325	-0.1250059	0.6749941	
0.1702	58.4364	2.4915	0.0377	-101.7239	0.1702	-0.1585161	0.6414839	
0.1702	58.4364	2.4915	0.0	-101.5537	0.1702	0.0675137000000001	0.7324863	
0.2102	58.4811	-3.5266	0.04	-101.3435	0.2102	-0.1806965	0.6193035	
0.254	58.5151	2.1242	0.0438	-101.0895	0.254	-0.2125105	0.5874895	
0.254	58.5151	2.1242	0.0	-100.8355	0.254	0.0500355000000001	0.7499645	
0.2992	58.5549	-4.8764	0.0452	-100.5363	0.2992	-0.2305037	0.5694963	
0.2992	58.5549	-4.8764	0.0	-100.2371	0.2992	0.0403971000000001	0.7596029	
0.3452	58.565	-5.3263	0.046	-99.8919000000001	0.3452	-0.2451481	0.5548519	
0.3452	58.565	-5.3263	0.0	-99.5467000000001	0.3452	0.0305067000000001	0.7694933	
0.3913	58.566	-5.6924	0.0461	-99.1554000000001	0.3913	-0.2557046	0.5442954	
0.4393	58.5745	1.199	0.048	-98.7161000000001	0.4393	-0.2771439	0.5228561	
0.4393	58.5745	1.199	0.0	-98.2768000000001	0.4393	0.0104168000000001	0.7895832	
0.4867	58.6112	-6.4923	0.0474	-97.7901000000001	0.4867	-0.2839499	0.5160501	
0.5354	58.6205	0.6968	0.0487	-97.2547000000001	0.5354	-0.3020253	0.4979747	
0.5354	58.6205	0.6968	0.0	-96.7193000000001	0.5354	-0.0103606999999999	0.7896393	
0.5827	58.659	-7.1143	0.0473	-96.1366000000001	0.5827	-0.3042034	0.4957966	
0.5827	58.659	-7.1143	0.0	-95.5539000000001	0.5827	-0.0209860999999999	0.7790139	
0.6275	58.647	-7.1688	0.0448	-94.9264000000001	0.6275	-0.2993736	0.5006264	
0.6275	58.647	-7.1688	0.0	-94.2989000000001	0.6275	-0.0312010999999999	0.7687989	
0.6685	58.6274	-7.048	0.041	-93.6304000000001	0.6685	-0.2860696	0.5139304	
0.6685	58.6274	-7.048	0.0	-92.9619000000001	0.6685	-0.0407380999999999	0.7592619	
0.7051	58.6102	-6.7154	0.0366	-92.2568000000001	0.7051	-0.2683632	0.5316368	
0.7393	58.6086	-0.5821	0.0342	-91.5175000000001	0.7393	-0.2615425	0.5384575	
0.7393	58.6086	-0.5821	0.0	-90.7782000000001	0.7393	-0.0570817999999999	0.7429182	
0.7702	58.6478	-6.1022	0.0309	-90.0080000000001	0.7702	-0.249432	0.550568	
0.7994	58.6621	-0.9907	0.0292	-89.2086000000001	0.7994	-0.2458714	0.5541286	
0.7994	58.6621	-0.9907	0.0	-88.4092000000001	0.7994	-0.0714707999999999	0.7285292	
0.8252	58.704	-5.7105	0.0258	-87.5840000000001	0.8252	-0.232256	0.567744	
0.8252	58.704	-5.7105	0.0	-86.7588000000001	0.8252	-0.0782811999999999	0.7217188	
0.8474	58.717	-5.3701	0.0222	-85.9114000000001	0.8474	-0.2167686	0.5832314	
0.867	58.7329	-1.5207	0.0196	-85.0444000000001	0.867	-0.2059556	0.5940444	
0.867	58.7329	-1.5207	0.0	-84.1774000000001	0.867	-0.0892225999999999	0.7107774	
0.883	58.7738	-4.7126	0.016	-83.2944000000001	0.883	-0.1893056	0.6106944	
0.883	58.7738	-4.7126	0.0	-82.4114000000001	0.883	-0.0941885999999999	0.7058114	
0.8953	58.7968	-4.2963	0.0123	-81.5161000000001	0.8953	-0.1713439	0.6286561	
0.8953	58.7968	-4.2963	0.0	-80.6208000000001	0.8953	-0.0984391999999999	0.7015608	
0.9039	58.8206	-3.8473	0.00860000000000005	-79.7169000000001	0.9039	-0.1526631	0.6473369	
0.9039	58.8206	-3.8473	0.0	-78.8130000000001	0.9039	-0.101967	0.698033	
0.9087	58.8489	-3.3802	0.00479999999999992	-77.9043000000001	0.9087	-0.132635699999999	0.667364300000001	
0.9087	58.8489	-3.3802	0.0	-76.9956000000001	0.9087	-0.1047444	0.6952556	
0.9098	58.8823	-2.8796	0.0011000000000001	-76.0858000000001	0.9098	-0.1124742	0.6875258	
0.9074	58.9211	-2.1823	-0.00240000000000007	-75.1784000000001	0.9074	-0.0919015999999995	0.708098400000001	
0.9074	58.9211	-2.1823	0.0	-74.2710000000001	0.9074	-0.107209	0.692791	
0.9016	58.9664	-1.8612	-0.00580000000000003	-73.3694000000001	0.9016	-0.0721505999999997	0.7278494	
0.9016	58.9664	-1.8612	0.0	-72.4678000000001	0.9016	-0.1078522	0.6921478	
0.8923	59.0156	-1.3674	-0.00929999999999997	-71.5755000000001	0.8923	-0.0510845	0.7489155	
0.8923	59.0156	-1.3674	0.0	-70.6832000000001	0.8923	-0.1077768	0.6922232	
0.88	59.0693	-0.8408	-0.0123	-69.8032000000001	0.88	-0.0323968	0.7676032	
0.8641	59.1271	-2.2581	-0.0159	-68.9391000000001	0.8641	-0.00848089999999972	0.7915191	
0.8641	59.1271	-2.2581	0.0	-68.0750000000001	0.8641	-0.104745	0.695255	
0.8455	59.1755	0.2243	-0.0185999999999999	-67.2295000000001	0.8455	0.00972949999999981	0.7902705	
0.8455	59.1755	0.2243	0.0	-66.3840000000001	0.8455	-0.102716	0.697284	
0.8244	59.2396	0.6796	-0.0211	-65.5596000000001	0.8244	0.0272796000000002	0.7727204	
0.8244	59.2396	0.6796	0.0	-64.7352000000001	0.8244	-0.1001448	0.6998552	
0.8011	59.3062	1.1183	-0.0233	-63.9341000000001	0.8011	0.0435141	0.7564859	
0.8011	59.3062	1.1183	0.0	-63.1330000000001	0.8011	-0.0970869999999999	0.702913	
0.776	59.3695	1.5242	-0.0251	-62.3570000000001	0.776	0.0577570000000002	0.742243	
0.7481	59.4295	-1.9908	-0.0279	-61.6089000000001	0.7481	0.0793889000000003	0.7206111	
0.7186	59.4782	1.8803	-0.0295	-60.8903000000001	0.7186	0.0941702999999999	0.7058297	
0.7186	59.4782	1.8803	0.0	-60.1717000000001	0.7186	-0.0835482999999999	0.7164517	
0.6882	59.5293	2.7906	-0.0304	-59.4835000000001	0.6882	0.1042435	0.6957565	
0.6882	59.5293	2.7906	0.0	-58.7953000000001	0.6882	-0.0788446999999999	0.7211553	
0.6571	59.5737	3.0424	-0.0311	-58.1382000000001	0.6571	0.1133182	0.6866818	
0.6571	59.5737	3.0424	0.0	-57.4811000000001	0.6571	-0.0739388999999999	0.7260611	
0.6259	59.6149	3.2693	-0.0312	-56.8552000000001	0.6259	0.1188752	0.6811248	
0.5931	59.6561	-1.4121	-0.0328000000000001	-56.2621000000001	0.5931	0.1344421	0.6655579	
0.5931	59.6561	-1.4121	0.0	-55.6690000000001	0.5931	-0.0629509999999999	0.737049	
0.5605	59.7002	3.7974	-0.0326	-55.1085000000001	0.5605	0.1386085	0.6613915	
0.5605	59.7002	3.7974	0.0	-54.5480000000001	0.5605	-0.0575519999999999	0.742448	
0.5285	59.7332	3.9015	-0.032	-54.0195000000001	0.5285	0.1403195	0.6596805	
0.5285	59.7332	3.9015	0.0	-53.4910000000001	0.5285	-0.0522089999999999	0.747791	
0.4988	59.7638	3.9443	-0.0296999999999999	-52.9922000000001	0.4988	0.1314322	0.6685678	
0.4988	59.7638	3.9443	0.0	-52.4934000000001	0.4988	-0.0472665999999999	0.7527334	
0.4946	59.795	3.7221	-0.00420000000000004	-51.9988000000001	0.4946	-0.0217211999999997	0.7782788	
