cte	speed	angle	d_error	i_error	p_error	steering_angle	throttle	
0.0689	44.0959	-0.9987	0.0	34.3459999999999	0.0689	-0.0481259999999999	0.751874	
0.0686	44.1849	-0.8551	-0.000300000000000009	34.4145999999999	0.0686	-0.0463345999999999	0.7536654	
0.0674	44.2752	-0.7668	-0.00119999999999999	34.4819999999999	0.0674	-0.040762	0.759238	
0.0653	44.366	-0.722	-0.0021	34.5472999999999	0.0653	-0.0350072999999999	0.7649927	
0.0653	44.366	-0.722	0.0	34.6125999999999	0.0653	-0.0476725999999999	0.7523274	
0.0624	44.4572	-0.4389	-0.0029	34.6749999999999	0.0624	-0.0297549999999999	0.770245	
0.0587	44.5508	-0.7555	-0.00369999999999999	34.7336999999999	0.0587	-0.0242737	0.7757263	
0.0542	44.6413	-0.3075	-0.0045	34.7878999999999	0.0542	-0.0186278999999999	0.7813721	
0.049	44.7358	-0.1705	-0.0052	34.8368999999999	0.049	-0.0134369	0.7865631	
0.0432	44.8314	-0.0294	-0.0058	34.8800999999999	0.0432	-0.00872009999999994	0.7912799	
0.0432	44.8314	-0.0294	0.0	34.9232999999999	0.0432	-0.0435632999999999	0.7564367	
0.0369	44.9282	0.2183	-0.0063	34.9601999999999	0.0369	-0.00454019999999994	0.7954598	
0.0369	44.9282	0.2183	0.0	34.9970999999999	0.0369	-0.0423770999999999	0.7576229	
0.0301	45.027	0.3228	-0.0068	35.0271999999999	0.0301	-0.000247199999999913	0.7997528	
0.0301	45.027	0.3228	0.0	35.0572999999999	0.0301	-0.0410772999999999	0.7589227	
0.0229	45.1266	0.4302	-0.0072	35.0801999999999	0.0229	0.00353980000000005	0.7964602	
0.0229	45.1266	0.4302	0.0	35.1030999999999	0.0229	-0.0396830999999999	0.7603169	
0.0154	45.227	0.5248	-0.0075	35.1184999999999	0.0154	0.00680150000000006	0.7931985	
0.0154	45.227	0.5248	0.0	35.1338999999999	0.0154	-0.0382138999999999	0.7617861	
0.0077	45.3265	0.6064	-0.0077	35.1415999999999	0.0077	0.00951840000000007	0.7904816	
-0.0006	45.425	-0.519	-0.0083	35.1409999999999	-0.0006	0.0147790000000001	0.785221	
-0.0006	45.425	-0.519	0.0	35.1403999999999	-0.0006	-0.0350203999999999	0.7649796	
-0.009	45.5159	0.8058	-0.0084	35.1313999999999	-0.009	0.0170686000000001	0.7829314	
-0.009	45.5159	0.8058	0.0	35.1223999999999	-0.009	-0.0333223999999999	0.7666776	
-0.0175	45.6118	0.863	-0.0085	35.1048999999999	-0.0175	0.0193951000000001	0.7806049	
-0.0175	45.6118	0.863	0.0	35.0873999999999	-0.0175	-0.0315873999999999	0.7684126	
-0.026	45.707	0.9212	-0.0085	35.0613999999999	-0.026	0.0211386	0.7788614	
-0.0349	45.8016	-0.3534	-0.0089	35.0264999999999	-0.0349	0.0253535000000001	0.7746465	
-0.0349	45.8016	-0.3534	0.0	34.9915999999999	-0.0349	-0.0280115999999999	0.7719884	
-0.0436	45.8931	1.0702	-0.0087	34.9479999999999	-0.0436	0.0259720000000001	0.774028	
-0.0436	45.8931	1.0702	0.0	34.9043999999999	-0.0436	-0.0261843999999999	0.7738156	
-0.0523	45.9856	1.0856	-0.0087	34.8520999999999	-0.0523	0.0278079000000001	0.7721921	
-0.0523	45.9856	1.0856	0.0	34.7997999999999	-0.0523	-0.0243397999999999	0.7756602	
-0.0607	46.0778	1.1315	-0.0084	34.7390999999999	-0.0607	0.0278009	0.7721991	
-0.0607	46.0778	1.1315	0.0	34.6783999999999	-0.0607	-0.0225383999999999	0.7774616	
-0.0689	46.1694	1.1314	-0.00820000000000001	34.6094999999999	-0.0689	0.0283705000000001	0.7716295	
-0.0771	46.2611	-0.1271	-0.0082	34.5323999999999	-0.0771	0.0300876000000001	0.7699124	
-0.0771	46.2611	-0.1271	0.0	34.4552999999999	-0.0771	-0.0190352999999999	0.7809647	
-0.085	46.3536	1.1885	-0.0079	34.3702999999999	-0.085	0.0300297000000001	0.7699703	
-0.085	46.3536	1.1885	0.0	34.2852999999999	-0.085	-0.0172852999999999	0.7827147	
-0.0925	46.4441	1.1871	-0.00749999999999999	34.1927999999999	-0.0925	0.0293072	0.7706928	
-0.0925	46.4441	1.1871	0.0	34.1002999999999	-0.0925	-0.0156002999999999	0.7843997	
-0.0996	46.5345	1.169	-0.0071	34.0006999999999	-0.0996	0.0285193	0.7714807	
-0.1065	46.6251	0.0463	-0.0069	33.8941999999999	-0.1065	0.0288058000000001	0.7711942	
-0.1065	46.6251	0.0463	0.0	33.7876999999999	-0.1065	-0.0124876999999999	0.7875123	
-0.113	46.7185	1.1565	-0.00650000000000001	33.6746999999999	-0.113	0.0279253000000001	0.7720747	
-0.113	46.7185	1.1565	0.0	33.5616999999999	-0.113	-0.0109616999999999	0.7890383	
-0.119	46.8088	1.1345	-0.00599999999999999	33.4426999999999	-0.119	0.0263573	0.7736427	
-0.119	46.8088	1.1345	0.0	33.3236999999999	-0.119	-0.00952369999999994	0.7904763	
-0.1244	46.899	1.0953	-0.0054	33.1992999999999	-0.1244	0.0240807000000001	0.7759193	
-0.1271	46.9896	0.1982	-0.00269999999999999	33.0721999999999	-0.1271	0.00854780000000002	0.7914522	
-0.1271	46.9896	0.1982	0.0	32.9450999999999	-0.1271	-0.00752509999999994	0.7924749	
-0.1264	47.0839	0.65	0.000699999999999978	32.8186999999999	-0.1264	-0.0117386999999998	0.7882613	
-0.1264	47.0839	0.65	0.0	32.6922999999999	-0.1264	-0.00741229999999994	0.7925877	
-0.1205	47.1784	0.1429	0.00590000000000002	32.5717999999999	-0.1205	-0.0438718	0.7561282	
-0.1205	47.1784	0.1429	0.0	32.4512999999999	-0.1205	-0.00835129999999995	0.7916487	
-0.109	47.2718	-0.6605	0.0115	32.3422999999999	-0.109	-0.0795422999999999	0.7204577	
-0.109	47.2718	-0.6605	0.0	32.2332999999999	-0.109	-0.0104332999999999	0.7895667	
-0.0957	47.3564	-1.5522	0.0133	32.1375999999999	-0.0957	-0.0927976	0.7072024	
-0.0802	47.4335	0.1755	0.0155	32.0573999999999	-0.0802	-0.1090174	0.6909826	
-0.0802	47.4335	0.1755	0.0	31.9771999999999	-0.0802	-0.0159371999999999	0.7840628	
-0.0652	47.5235	-2.2891	0.015	31.9119999999999	-0.0652	-0.108872	0.691128	
-0.0652	47.5235	-2.2891	0.0	31.8467999999999	-0.0652	-0.0188067999999999	0.7811932	
-0.051	47.5911	-2.2855	0.0142	31.7957999999999	-0.051	-0.1067958	0.6932042	
-0.051	47.5911	-2.2855	0.0	31.7447999999999	-0.051	-0.0215447999999999	0.7784552	
-0.0374	47.6582	-2.2336	0.0136	31.7073999999999	-0.0374	-0.1058274	0.6941726	
-0.0374	47.6582	-2.2336	0.0	31.6699999999999	-0.0374	-0.0241899999999999	0.77581	
-0.0247	47.7257	-2.2094	0.0127	31.6452999999999	-0.0247	-0.1029053	0.6970947	
-0.0124	47.795	-0.1684	0.0123	31.6328999999999	-0.0124	-0.1029529	0.6970471	
-0.0124	47.795	-0.1684	0.0	31.6204999999999	-0.0124	-0.0291404999999999	0.7708595	
-0.0009	47.8815	-2.1375	0.0115	31.6195999999999	-0.0009	-0.1004396	0.6995604	
0.0102	47.9522	-0.2922	0.0111	31.6297999999999	0.0102	-0.1002698	0.6997302	
0.0102	47.9522	-0.2922	0.0	31.6399999999999	0.0102	-0.0336799999999999	0.76632	
0.0203	48.0378	-2.0704	0.0101	31.6602999999999	0.0203	-0.0963202999999999	0.7036797	
0.0203	48.0378	-2.0704	0.0	31.6805999999999	0.0203	-0.0357405999999999	0.7642594	
0.0294	48.1079	-1.9717	0.0091	31.7099999999999	0.0294	-0.0921899999999999	0.70781	
0.0379	48.1791	-0.4572	0.0085	31.7478999999999	0.0379	-0.0903279	0.7096721	
0.0379	48.1791	-0.4572	0.0	31.7857999999999	0.0379	-0.0393657999999999	0.7606342	
0.0454	48.263	-1.8219	0.0075	31.8311999999999	0.0454	-0.0859111999999999	0.7140888	
0.0454	48.263	-1.8219	0.0	31.8765999999999	0.0454	-0.0409565999999999	0.7590434	
0.0518	48.3354	-1.7114	0.0064	31.9283999999999	0.0518	-0.0806883999999999	0.7193116	
0.0518	48.3354	-1.7114	0.0	31.9801999999999	0.0518	-0.0423401999999999	0.7576598	
0.0571	48.4082	-1.5809	0.0053	32.0372999999999	0.0571	-0.0752572999999999	0.7247427	
0.0571	48.4082	-1.5809	0.0	32.0943999999999	0.0571	-0.0435143999999999	0.7564856	
0.0614	48.4821	-1.4451	0.00430000000000001	32.1557999999999	0.0614	-0.0702358	0.7297642	
0.0648	48.5575	-0.6515	0.00339999999999999	32.2205999999999	0.0648	-0.0655805999999999	0.7344194	
0.0648	48.5575	-0.6515	0.0	32.2853999999999	0.0648	-0.0452453999999999	0.7547546	
0.0671	48.6397	-1.2032	0.00230000000000001	32.3524999999999	0.0671	-0.0595725	0.7404275	
0.0671	48.6397	-1.2032	0.0	32.4195999999999	0.0671	-0.0458395999999999	0.7541604	
0.0685	48.7176	-1.053	0.0014	32.4880999999999	0.0685	-0.0545880999999999	0.7454119	
0.0685	48.7176	-1.053	0.0	32.5565999999999	0.0685	-0.0462566	0.7537434	
0.0688	48.7963	-0.9284	0.000299999999999995	32.6253999999999	0.0688	-0.0481853999999999	0.7518146	
0.0688	48.7963	-0.9284	0.0	32.6942	0.0688	-0.0464542	0.7535458	
0.0682	48.8762	-0.7683	-0.000600000000000003	32.7623999999999	0.0682	-0.0428023999999999	0.7571976	
0.0666	48.9573	-0.725	-0.00159999999999999	32.829	0.0666	-0.036549	0.763451	
0.0666	48.9573	-0.725	0.0	32.8956	0.0666	-0.0462156	0.7537844	
0.0641	49.0388	-0.4774	-0.0025	32.9597	0.0641	-0.0307796999999999	0.7692203	
0.0641	49.0388	-0.4774	0.0	33.0238	0.0641	-0.0458438	0.7541562	
0.0609	49.1224	-0.3332	-0.0032	33.0847	0.0609	-0.0260646999999999	0.7739353	
0.0609	49.1224	-0.3332	0.0	33.1456	0.0609	-0.0453256	0.7546744	
0.0568	49.2073	-0.2153	-0.0041	33.2024	0.0568	-0.0199624	0.7800376	
0.0568	49.2073	-0.2153	0.0	33.2592	0.0568	-0.0446192	0.7553808	
0.052	49.2931	-0.0627	-0.00480000000000001	33.3112	0.052	-0.0149111999999999	0.7850888	
0.0463	49.3801	-0.6791	-0.0057	33.3575	0.0463	-0.00841749999999998	0.7915825	
0.0463	49.3801	-0.6791	0.0	33.4038	0.0463	-0.0426638	0.7573362	
0.04	49.4617	0.2259	-0.0063	33.4438	0.04	-0.00364379999999996	0.7963562	
0.04	49.4617	0.2259	0.0	33.4838	0.04	-0.0414838	0.7585162	
0.0332	49.5505	0.3452	-0.0068	33.517	0.0332	0.000643000000000039	0.799357	
0.0332	49.5505	0.3452	0.0	33.5502	0.0332	-0.0401902	0.7598098	
0.026	49.6408	0.4524	-0.0072	33.5762	0.026	0.00442380000000004	0.7955762	
0.026	49.6408	0.4524	0.0	33.6022	0.026	-0.0388022	0.7611978	
0.0184	49.7316	0.5469	-0.0076	33.6206	0.0184	0.00829940000000003	0.7917006	
0.0101	49.8216	-0.5337	-0.0083	33.6307	0.0101	0.0141493	0.7858507	
0.0101	49.8216	-0.5337	0.0	33.6408	0.0101	-0.0356608	0.7643392	
0.0015	49.9039	0.7901	-0.0086	33.6423	0.0015	0.0176577	0.7823423	
0.0015	49.9039	0.7901	0.0	33.6438	0.0015	-0.0339438	0.7660562	
-0.0072	49.9904	0.8778	-0.0087	33.6366	-0.0072	0.0200034	0.7799966	
-0.0072	49.9904	0.8778	0.0	33.6294	-0.0072	-0.0321894	0.7678106	
-0.016	50.0764	0.9364	-0.0088	33.6134	-0.016	0.0223866	0.7776134	
-0.016	50.0764	0.9364	0.0	33.5974	-0.016	-0.0303974	0.7696026	
-0.0248	50.1616	0.996	-0.0088	33.5726	-0.0248	0.0241874	0.7758126	
-0.0339	50.2463	-0.3236	-0.0091	33.5387	-0.0339	0.0278413	0.7721587	
-0.0339	50.2463	-0.3236	0.0	33.5048	-0.0339	-0.0267248	0.7732752	
-0.043	50.3289	1.1324	-0.0091	33.4618	-0.043	0.0297382	0.7702618	
-0.043	50.3289	1.1324	0.0	33.4188	-0.043	-0.0248188	0.7751812	
-0.0518	50.4116	1.1798	-0.0088	33.367	-0.0518	0.029793	0.770207	
-0.0609	50.494	-0.1841	-0.0091	33.3061	-0.0609	0.0334739	0.7665261	
-0.0609	50.494	-0.1841	0.0	33.2452	-0.0609	-0.0210652	0.7789348	
-0.0697	50.5769	1.2732	-0.0088	33.1755	-0.0697	0.0335645	0.7664355	
-0.0697	50.5769	1.2732	0.0	33.1058	-0.0697	-0.0191658	0.7808342	
-0.0781	50.6579	1.2754	-0.0084	33.0277	-0.0781	0.0329923	0.7670077	
-0.0865	50.7389	-0.0428	-0.00839999999999999	32.9412	-0.0865	0.0347588	0.7652412	
-0.0865	50.7389	-0.0428	0.0	32.8547	-0.0865	-0.0155547	0.7844453	
-0.0945	50.8225	1.3053	-0.00800000000000001	32.7602	-0.0945	0.0341398000000001	0.7658602	
-0.1359	51.3256	0.0475	-0.0414	32.6243	-0.1359	0.2429557	0.5570443	
-0.0606	51.646	1.2898	0.0753	32.5637	-0.0606	-0.4722437	0.3277563	
-0.0269	51.706	6.5102	0.0337	32.5368	-0.0269	-0.2293568	0.5706432	
-0.0269	51.706	6.5102	0.0	32.5099	-0.0269	-0.0271299	0.7728701	
0.0057	51.7188	-5.2976	0.0326	32.5156	0.0057	-0.2292556	0.5707444	
0.0386	51.746	-0.2419	0.0329	32.5542	0.0386	-0.2376742	0.5623258	
0.0386	51.746	-0.2419	0.0	32.5928	0.0386	-0.0403128	0.7596872	
0.07	51.8045	-5.5055	0.0314	32.6628	0.07	-0.2350628	0.5649372	
0.1012	51.8344	-0.5715	0.0312	32.764	0.1012	-0.240204	0.559796	
0.1012	51.8344	-0.5715	0.0	32.8652	0.1012	-0.0531052	0.7468948	
0.1304	51.8919	-5.5688	0.0292	32.9956	0.1304	-0.2342756	0.5657244	
0.159	51.9217	-0.8913	0.0286	33.1546	0.159	-0.2365546	0.5634454	
0.1854	51.9783	-5.4206	0.0264	33.34	0.1854	-0.22882	0.57118	
0.1854	51.9783	-5.4206	0.0	33.5254	0.1854	-0.0706054	0.7293946	
0.2094	51.9992	-5.2842	0.024	33.7348	0.2094	-0.2196148	0.5803852	
0.2094	51.9992	-5.2842	0.0	33.9442	0.2094	-0.0758242	0.7241758	
0.2307	52.0199	-5.054	0.0213	34.1749	0.2307	-0.2081149	0.5918851	
0.2505	52.0512	-1.4593	0.0198	34.4254	0.2505	-0.2033254	0.5966746	
0.2505	52.0512	-1.4593	0.0	34.6759	0.2505	-0.0847759	0.7152241	
0.2675	52.1082	-4.6468	0.017	34.9434	0.2675	-0.1904434	0.6095566	
0.2675	52.1082	-4.6468	0.0	35.2109	0.2675	-0.0887109	0.7112891	
0.2817	52.1421	-4.3248	0.0142	35.4926	0.2817	-0.1770326	0.6229674	
0.2817	52.1421	-4.3248	0.0	35.7743	0.2817	-0.0921143	0.7078857	
0.2931	52.1778	-3.9895	0.0114	36.0674	0.2931	-0.1630874	0.6369126	
0.2931	52.1778	-3.9895	0.0	36.3605	0.2931	-0.0949805	0.7050195	
0.3016	52.2175	-3.6409	0.00849999999999995	36.6621	0.3016	-0.1479821	0.6520179	
0.3076	52.2631	-1.9382	0.00600000000000001	36.9697	0.3076	-0.1344897	0.6655103	
0.3076	52.2631	-1.9382	0.0	37.2773	0.3076	-0.0987973	0.7012027	
0.3109	52.3226	-2.9259	0.00330000000000003	37.5882	0.3109	-0.1195682	0.6804318	
0.3109	52.3226	-2.9259	0.0	37.8991	0.3109	-0.1000791	0.6999209	
0.3115	52.3759	-2.5529	0.000599999999999989	38.2106	0.3115	-0.1041106	0.6958894	
0.3115	52.3759	-2.5529	0.0	38.5221	0.3115	-0.1008221	0.6991779	
0.3094	52.4321	-2.1664	-0.00209999999999999	38.8315	0.3094	-0.0881115000000001	0.7118885	
0.3046	52.4917	-2.0842	-0.00480000000000003	39.1361	0.3046	-0.0712560999999999	0.7287439	
0.3046	52.4917	-2.0842	0.0	39.4407	0.3046	-0.1003607	0.6996393	
0.2974	52.5528	-1.3451	-0.00719999999999998	39.7381	0.2974	-0.0560181000000001	0.7439819	
0.2974	52.5528	-1.3451	0.0	40.0355	0.2974	-0.0995155	0.7004845	
0.2878	52.6202	-0.9641	-0.0096	40.3233	0.2878	-0.0402833	0.7597167	
0.2878	52.6202	-0.9641	0.0	40.6111	0.2878	-0.0981711	0.7018289	
0.2761	52.6914	-0.5708	-0.0117	40.8872	0.2761	-0.0259072000000001	0.7740928	
0.2618	52.7653	-2.0179	-0.0143	41.149	0.2618	-0.0077089999999998	0.792291	
0.2618	52.7653	-2.0179	0.0	41.4108	0.2618	-0.0937708	0.7062292	
0.2456	52.8283	0.2436	-0.0162	41.6564	0.2456	0.00642359999999977	0.7935764	
0.2456	52.8283	0.2436	0.0	41.902	0.2456	-0.091022	0.708978	
0.2277	52.9078	0.5969	-0.0179	42.1297	0.2277	0.0197303	0.7802697	
0.2277	52.9078	0.5969	0.0	42.3574	0.2277	-0.0878974	0.7121026	
0.2084	52.9893	0.9296	-0.0193	42.5658	0.2084	0.0315542000000001	0.7684458	
0.1869	53.0679	-1.7611	-0.0215	42.7527	0.1869	0.0488672999999999	0.7511327	
0.1869	53.0679	-1.7611	0.0	42.9396	0.1869	-0.0803196	0.7196804	
0.1643	53.1318	1.658	-0.0226	43.1039	0.1643	0.0596361	0.7403639	
0.1398	53.2017	-1.5717	-0.0245	43.2437	0.1398	0.0757963	0.7242037	
0.1398	53.2017	-1.5717	0.0	43.3835	0.1398	-0.0713435	0.7286565	
0.1145	53.2643	2.3312	-0.0253	43.498	0.1145	0.085402	0.714598	
0.1145	53.2643	2.3312	0.0	43.6125	0.1145	-0.0665125	0.7334875	
0.0889	53.3259	2.5714	-0.0256	43.7014	0.0889	0.0921186	0.7078814	
0.0889	53.3259	2.5714	0.0	43.7903	0.0889	-0.0615703	0.7384297	
0.063	53.3853	2.7393	-0.0259	43.8533	0.063	0.0989467	0.7010533	
0.063	53.3853	2.7393	0.0	43.9163	0.063	-0.0565163	0.7434837	
0.0373	53.4428	2.91	-0.0257	43.9536	0.0373	0.1027864	0.6972136	
0.0373	53.4428	2.91	0.0	43.9909	0.0373	-0.0514509	0.7485491	
0.0119	53.4986	3.006	-0.0254	44.0028	0.0119	0.1060172	0.6939828	
-0.0139	53.5553	-0.8499	-0.0258	43.9889	-0.0139	0.1135911	0.6864089	
-0.0139	53.5553	-0.8499	0.0	43.975	-0.0139	-0.041195	0.758805	
-0.0374	53.6204	3.2761	-0.0235	43.9376	-0.0374	0.1045424	0.6954576	
-0.0374	53.6204	3.2761	0.0	43.9002	-0.0374	-0.0364202	0.7635798	
-0.0532	53.6741	3.0499	-0.0158	43.847	-0.0532	0.0615929999999999	0.738407	
-0.0532	53.6741	3.0499	0.0	43.7938	-0.0532	-0.0331538	0.7668462	
-0.0643	53.7304	1.9762	-0.0111	43.7295	-0.0643	0.0357305	0.7642695	
-0.0727	53.7959	-0.3925	-0.0084	43.6568	-0.0727	0.0212832	0.7787168	
-0.0727	53.7959	-0.3925	0.0	43.5841	-0.0727	-0.0290441	0.7709559	
-0.0806	53.8688	0.9684	-0.0079	43.5035	-0.0806	0.0200165	0.7799835	
-0.0806	53.8688	0.9684	0.0	43.4229	-0.0806	-0.0273029	0.7726971	
-0.0881	53.9452	0.9367	-0.00749999999999999	43.3348	-0.0881	0.0192851999999999	0.7807148	
-0.0881	53.9452	0.9367	0.0	43.2467	-0.0881	-0.0256267	0.7743733	
-0.0952	54.0225	0.9185	-0.00710000000000001	43.1515	-0.0952	0.0184885	0.7815115	
-0.0952	54.0225	0.9185	0.0	43.0563	-0.0952	-0.0240163000000001	0.7759837	
-0.1018	54.0999	0.8985	-0.00659999999999999	42.9545000000001	-0.1018	0.0170054999999999	0.7829945	
-0.1018	54.0999	0.8985	0.0	42.8527000000001	-0.1018	-0.0224927000000001	0.7775073	
-0.1078	54.1774	0.8615	-0.00600000000000001	42.7449000000001	-0.1078	0.0148151	0.7851849	
-0.1137	54.2549	-0.126	-0.00589999999999999	42.6312000000001	-0.1137	0.0155087999999999	0.7844912	
-0.1137	54.2549	-0.126	0.0	42.5175000000001	-0.1137	-0.0197775000000001	0.7802225	
-0.119	54.3313	0.8241	-0.0053	42.3985000000001	-0.119	0.0132014999999999	0.7867985	
-0.119	54.3313	0.8241	0.0	42.2795000000001	-0.119	-0.0184795000000001	0.7815205	
-0.1237	54.4088	0.7664	-0.00470000000000001	42.1558000000001	-0.1237	0.0107842	0.7892158	
-0.1237	54.4088	0.7664	0.0	42.0321000000001	-0.1237	-0.0172921000000001	0.7827079	
-0.1279	54.4869	0.7059	-0.00420000000000001	41.9042000000001	-0.1279	0.0088758	0.7911242	
-0.1279	54.4869	0.7059	0.0	41.7763000000001	-0.1279	-0.0161963000000001	0.7838037	
-0.1316	54.5655	0.6582	-0.00369999999999998	41.6447000000001	-0.1316	0.00687529999999982	0.7931247	
-0.1348	54.6443	0.0314	-0.00320000000000001	41.5099000000001	-0.1348	0.00465009999999998	0.7953499	
-0.1348	54.6443	0.0314	0.0	41.3751000000001	-0.1348	-0.0144151000000001	0.7855849	
-0.1374	54.7216	0.5526	-0.00259999999999999	41.2377000000001	-0.1374	0.00184229999999988	0.7981577	
-0.1374	54.7216	0.5526	0.0	41.1003000000001	-0.1374	-0.0136203000000001	0.7863797	
-0.1395	54.8008	0.4824	-0.00210000000000002	40.9608000000001	-0.1395	-0.000460799999999949	0.7995392	
-0.1395	54.8008	0.4824	0.0	40.8213000000001	-0.1395	-0.0129213000000001	0.7870787	
-0.1411	54.8808	0.4248	-0.00159999999999999	40.6802000000001	-0.1411	-0.00286020000000013	0.7971398	
-0.1411	54.8808	0.4248	0.0	40.5391000000001	-0.1411	-0.0123191000000001	0.7876809	
-0.1421	54.9611	0.3648	-0.001	40.3970000000001	-0.1421	-0.00597700000000007	0.794023	
-0.1427	55.0408	0.1284	-0.000599999999999989	40.2543000000001	-0.1427	-0.00811430000000014	0.7918857	
-0.1427	55.0408	0.1284	0.0	40.1116000000001	-0.1427	-0.0115716000000001	0.7884284	
-0.1428	55.1184	0.2335	-0.000100000000000017	39.9688000000001	-0.1428	-0.0108088	0.7891912	
-0.1428	55.1184	0.2335	0.0	39.8260000000001	-0.1428	-0.0112660000000001	0.788734	
-0.1423	55.1963	0.1661	0.0005	39.6837000000001	-0.1423	-0.0142237000000001	0.7857763	
-0.1423	55.1963	0.1661	0.0	39.5414000000001	-0.1423	-0.0110814000000001	0.7889186	
-0.1415	55.2737	0.0807	0.000800000000000023	39.3999000000001	-0.1415	-0.0158999000000002	0.7841001	
-0.1402	55.3501	0.1593	0.0013	39.2597000000001	-0.1402	-0.0190197	0.7809803	
-0.1402	55.3501	0.1593	0.0	39.1195000000001	-0.1402	-0.0110795000000001	0.7889205	
-0.1385	55.4268	-0.0392	0.00169999999999998	38.9810000000001	-0.1385	-0.0214809999999999	0.778519	
-0.1385	55.4268	-0.0392	0.0	38.8425000000001	-0.1385	-0.0111425000000001	0.7888575	
-0.1365	55.5018	-0.1007	0.002	38.7060000000001	-0.1365	-0.0234060000000001	0.776594	
-0.1365	55.5018	-0.1007	0.0	38.5695000000001	-0.1365	-0.0112695000000001	0.7887305	
-0.1341	55.576	-0.1488	0.00240000000000001	38.4354000000001	-0.1341	-0.0260154000000002	0.7739846	
-0.1341	55.576	-0.1488	0.0	38.3013000000001	-0.1341	-0.0114813000000001	0.7885187	
-0.1315	55.6495	-0.2141	0.00259999999999999	38.1698000000001	-0.1315	-0.0274698	0.7725302	
-0.1315	55.6495	-0.2141	0.0	38.0383000000001	-0.1315	-0.0117383000000001	0.7882617	
-0.1286	55.7222	-0.2504	0.00290000000000001	37.9097000000001	-0.1286	-0.0295897000000002	0.7704103	
-0.1254	55.7943	0.1429	0.00319999999999998	37.7843000000001	-0.1254	-0.0319043	0.7680957	
-0.1254	55.7943	0.1429	0.0	37.6589000000001	-0.1254	-0.0125789000000001	0.7874211	
-0.122	55.8693	-0.3613	0.00340000000000001	37.5369000000001	-0.122	-0.0335369000000002	0.7664631	
-0.122	55.8693	-0.3613	0.0	37.4149000000001	-0.122	-0.0130149000000001	0.7869851	
-0.1185	55.9407	-0.4021	0.0035	37.2964000000001	-0.1185	-0.0345964000000001	0.7654036	
-0.1185	55.9407	-0.4021	0.0	37.1779000000001	-0.1185	-0.0134779000000001	0.7865221	
-0.1149	56.011	-0.4286	0.00359999999999999	37.0630000000001	-0.1149	-0.035683	0.764317	
-0.1111	56.0809	0.0994	0.0038	36.9519000000001	-0.1111	-0.0375319000000001	0.7624681	
-0.1111	56.0809	0.0994	0.0	36.8408000000001	-0.1111	-0.0146208000000001	0.7853792	
-0.1072	56.1545	-0.502	0.0039	36.7336000000001	-0.1072	-0.0386936000000001	0.7613064	
-0.1072	56.1545	-0.502	0.0	36.6264000000001	-0.1072	-0.0151864000000001	0.7848136	
-0.1006	56.2241	-0.531	0.00660000000000001	36.5258000000001	-0.1006	-0.0560058000000001	0.7439942	
-0.1006	56.2241	-0.531	0.0	36.4252000000001	-0.1006	-0.0163052000000001	0.7836948	
-0.1119	56.2924	-0.9638	-0.0113	36.3133000000001	-0.1119	0.0538666999999999	0.7461333	
-0.1119	56.2924	-0.9638	0.0	36.2014000000001	-0.1119	-0.0138214000000001	0.7861786	
-0.0487	56.3556	1.783	0.0632	36.1527000000001	-0.0487	-0.4056127	0.3943873	
-0.0017	56.4196	0.0908	0.047	36.1510000000001	-0.0017	-0.317811	0.482189	
-0.0017	56.4196	0.0908	0.0	36.1493000000001	-0.0017	-0.0358093000000001	0.7641907	
0.0405	56.4641	-7.5089	0.0422	36.1898000000001	0.0405	-0.2974898	0.5025102	
0.0405	56.4641	-7.5089	0.0	36.2303000000001	0.0405	-0.0443303000000001	0.7556697	
0.0795	56.4486	-7.0009	0.039	36.3098000000001	0.0795	-0.2862098	0.5137902	
0.0795	56.4486	-7.0009	0.0	36.3893000000001	0.0795	-0.0522893000000001	0.7477107	
0.1154	56.4322	-6.7189	0.0359	36.5047000000001	0.1154	-0.2749847	0.5250153	
0.1154	56.4322	-6.7189	0.0	36.6201000000001	0.1154	-0.0597001000000001	0.7402999	
0.1479	56.4208	-6.4383	0.0325	36.7680000000001	0.1479	-0.261348	0.538652	
0.1479	56.4208	-6.4383	0.0	36.9159000000001	0.1479	-0.0664959000000001	0.7335041	
0.1767	56.4154	-6.0974	0.0288	37.0926000000001	0.1767	-0.2452326	0.5547674	
0.2033	56.4263	-1.2261	0.0266	37.2959000000001	0.2033	-0.2375559	0.5624441	
0.2033	56.4263	-1.2261	0.0	37.4992000000001	0.2033	-0.0781592000000001	0.7218408	
0.2261	56.4694	-5.5026	0.0228	37.7253000000001	0.2261	-0.2197453	0.5802547	
0.2261	56.4694	-5.5026	0.0	37.9514000000001	0.2261	-0.0831714000000001	0.7168286	
0.2451	56.4863	-5.0573	0.019	38.1965000000001	0.2451	-0.2012165	0.5987835	
0.2451	56.4863	-5.0573	0.0	38.4416000000001	0.2451	-0.0874616000000001	0.7125384	
0.2602	56.5046	-4.5941	0.0151	38.7018000000001	0.2602	-0.1813418	0.6186582	
0.2602	56.5046	-4.5941	0.0	38.9620000000001	0.2602	-0.0910020000000001	0.708998	
0.2715	56.5284	-4.0972	0.0113	39.2335000000001	0.2715	-0.1613335	0.6386665	
0.2794	56.5604	-1.8387	0.00789999999999996	39.5129000000001	0.2794	-0.1427929	0.6572071	
0.2794	56.5604	-1.8387	0.0	39.7923000000001	0.2794	-0.0956723000000001	0.7043277	
